,text,Anger,Fear,Happiness,Hatred,Sadness,Wonder
22614,@username @username خیلی خوب خریدی که! من خرید ۵۰ دلار,0,0,0,0,0,0
22616,"گمم نکنید تباهااااا.😉😁
#من_ماسک_میزنم www.link.com",0,0,0,0,0,0
22617,همین امروز توی جلسه بحث گمرک بود. به اتفاق همه ی دوستان می گفتن خوب پول میگیرن. قبلا هم یک عزیزی میگفت: تحریم فقط از نوع داخلی و فقط گمرک. نهادی که همه کسب و کارها رو تحریم کرده. www.link.com,0,0,0,0,0,0
22619,"@username اقتصاد؛
اگر اقتصاد را وسیله و فرهنگ را هدف بدانیم شرط لازم یا حداقل مکمل هدف، وسیله است.
بنّای فاقد ابزار چه چیز را بنا می‌کند؟",0,0,0,0,0,0
22623,"قیمت خانه بعد از مسکن مهر حدوداً ۱۰ برابر شد

🔹از سال ۱۳۸۶ که طرح مسکن مهر کلید زده شد قیمت خانه در تهران ۸۷۸ درصد معادل ۹.۷ برابر افزایش یافته و این در حالی است که یکی از اهداف اجرای این پروژه پایین آوردن قیمت مسکن عنوان می‌شد. /ایسنا #اقتصادی 
✅ @username www.link.com",0,0,0,0,1,0
22629,"✳️ آمار تفکیکی معاملات محصولات پتروشیمی در بورس کالا 🗓 چهار‌شنبه 2 بهمن 1398 ➕ معاملات: 302 تن 
www.link.com www.link.com",0,0,0,0,0,0
22630,"او یک دروغگوی حرفه ای است ! 😂
#تحریم_شهرام_شارلاتان",0,0,0,0,0,0
22633,"@username تو ۲ روز چند تا اکانت فیک؟
چه خبر شده؟
آلبانی نشینها بیکارید؟
مگه اونجا کرونا نیومده؟",0,0,0,0,0,0
22635,@username کرونا بعداز دیدن این تصویر www.link.com,0,0,0,0,0,0
22644,"نکنه منظورشون از "" ز گهواره تا گور دانش بجوی "" ،
 باز کردن مدارس تو کرونا بود ؟! 🤦🏻‍♂️ 😅",0,0,0,0,0,0
22645,@username سوئیس زیر دارو. خداحافظ آدم زندگی می کنه فقط برای تحقق آرزوهاش وگرنه نفس کشیدن و خوردن و تولید مثل کار حیوان‌ها ست,0,0,0,0,0,0
22647,ما باید فشار و تمرکز تحریم را از سطح حکومت به سطح مردم تغییر دهیم. آیا تصمیماتی که امروز در بخش های مختلف اقتصادی و سیاسی دولت روحانی و حتی نهادهای عمومی غیردولتی مانند #شهرداری ها گرفته می شود در راستای تحقق دیدگاههای آمریکایی هاست؟ چرا آستانه تحمل مردم باید پایین بیاید؟ ۲,0,0,0,0,0,0
22648,"قائم‌مقام وزیر راه و شهرسازی:
تا پایان سال ۹۸‌تمامی واحدهای مسکن مهر در کشور و استان تهران تحویل متقاضیان شود./تسنیم #اقتصادی 
 @username",0,0,0,0,0,0
22652,واقعا ازتون راضی نیستم، از وقتی قرنطینه من تموم شده و میرم سرکار شیفت شب هم حال و هواش روحانی شده .,0,0,0,0,0,0
22654,"مانیتور ۲۰۱۹ اپل عرضه شد / ۳۲ اینچی و با قیمت ۴۹۹۹ دلار 
-www.link.com www.link.com",0,0,0,0,0,0
22655,"سرمایه‌گذاران رمزارز زیر مجموعه اوراستاک میزان سرمایه‌گذاری خود را از 404 میلیون دلار به 100 میلیون دلار کاهش دادند
 www.link.com www.link.com",0,0,0,0,0,0
22659,ولی بنظرم کرونا استجابت دعای میلیاردها دانش اموز کره ی زمینه برای تعطیلی مدرسه ها,0,0,0,0,0,0
22660,"پیام درفشان: #سحر_تبر به همراه سایر زندانیان مشکوک به #کرونا به #بیمارستان منتقل شده است/ خانواده موکلم نتوانستند با دخترشان ملاقات کنند/ به موکلم در #زندان #شربت_متادون می‌دهند

www.link.com",0,0,0,0,0,0
22662,مادربزرگم می‌گفت اگه ما خبرنگار نداشتیم تو آمریکا، آمریکا می‌گفت اصلا کسی اینجا کرونا نداره بقیه هم باور می‌کردند، ماییم که دست آمریکا رو رو می‌کنیم.,0,0,0,0,0,0
22664,عبور بورس از یک مرز جدید www.link.com www.link.com,0,0,0,0,0,0
22666,"💰💰💰در بازار سهام می توان پول بیشتری را ساخت اگر به اطلاعات درست و به موقع دسترسی داشه باشید.#بورس #بورس_تهران  #بورس_محکم  #بازارسرمایه 

—————————
www.link.com                      لینک عضویت
www.link.com                      لینک عضویت www.link.com",0,0,0,0,0,0
22668,"#نیویارک_تایمز گزارش داده که 40 کارمند #ارگ به #کرونا مبتلا شده اند و به غنی توصیه شده است که خود را قرنطین کند.

نیویارک تایمز یک اشاره جالب دیگر هم دارد. گفته ارگ محصور با دیوارهای بلند محافظتی که در روز های اعتراضات عدالت خواهانه مردمی با کانتینر راه هایش مسدود می شد اینک... www.link.com",0,0,0,0,0,0
22670,شیطونه می‌کنه دوباره هلاکویی گوش کنم بفهمم چقدر زندگی بدی دارم، افسردگی‌ام بره بالا، مرخصی بگیرم برم یه جای گرم، کرونا بگیرم با خودم بیارم تو شرکت، همه رو تعطیل کنند، قرنطینه بشیم، وقت پیدا کنم اون وب‌سایته رو تموم کنم.,0,0,0,0,0,0
22673,"کرونا در افغانستان؛
ثبت ۲۳۹ واقعه مثبت تازه/آمار مبتلایان از ۳۳ هزار تن گذشت
www.link.com",0,0,0,0,0,0
22679,"86 کشورهای عضو سیستم ثبت بین المللی مادرید میباشند که میتوان آنجاثبت برند انجام داد.از جمله آنها : ترکیه ، چین ، مصر ، سوییس ، ایتالیا ، فرانسه ، روسیه ، ژاپن و... 
ادامه مطلب در 
www.link.com
#ماهان ، #ثبت_ماهان
#شرکت ، #ثبت ، #ثبتشرکت ، #ثبتبرند ، #برند ، #بین_المللی www.link.com",0,0,0,0,0,0
22682,"با تعداد زیادی بچه معتاد به وسایل الکترونیکی گرفتاریم کسی راه چاره نداره؟!

قبل از کرونا بهتر بود اما این تعطیلی مدارس و زندان خونه شدن سبب شد دیگه کلا این بچه ها یک دقیقه از این موبایل و تبلت و پلی استیشن و ایکس باکس و کوفت و زهرمار جدا نشن",0,0,0,0,0,0
22683,"#دین
پاشش ادرار بر کل دنیا برای نجاتش از #کرونا www.link.com",0,0,0,0,0,0
22686,"@username دسیسه های ملاها برای همه نخ نما شدس 
کاش ژاپنم بجای کمک مالی دارو کمک میکرد",0,0,0,0,0,0
22690,"🔺 نفتکش ایرانی Fortune در پالایشگاه «اِل پالیتو» ونزوئلا

#تحریم_ناجا_تحریم_امنیت www.link.com",0,0,0,0,0,0
22697,"با فرض ادامه‌ی اصلاح دلار امکان اصلاح (کوتاه‌مدت) شاخص از نیمه‌ی دوم فردا وجود دارد.
#شاخص_بورس 
#دلار",0,0,0,0,0,0
22700,@username به نظر میرسه بعد تحریم نهاد رهبری ،تحریمها داره تاثیرش رو نشون میده,0,0,0,0,0,0
22710,"@username معمارش یکی از بچه های خوب اسکاتلند بود. 
اجرش، اجر قرمز معروف انگلیسی.
پوکی و ترک و خردگی تو کارش نیست. مثل شمش طلا میمونه یه عمر شکل و غالبشو از دست نمیده. 

البته سینما تاج ابادان به دست اُسو بناهای ابادانی ساخته شد. 
همون موقع روسها تو تبریز، تو محرم، اعدام میکردند.",0,0,0,0,0,0
22712,امروز بسیار زیبا و اغواگر بودم ولی ماسک رید به میکاپم,0,0,0,0,0,0
22713,@username یعنی این دقیقا تصویریه که جمهوری اسلامی از خودش نسبت با کرونا داره 😂😅,0,0,0,0,0,0
22714,@username یک متر فاصله با بقلی، دومتر با جلویی یا عقبی، termoscaner، ماسک الزامی تا در موقعیت ثابت نیستی و... :)))),0,0,0,0,0,0
22722,"اون حیوونی که میگه صبر کنید صبرکنید 

شکیباباشیددرست میشه هرمسئول گوهی که 

هست میخوام بدونم چجوری میخواددرست بشه؟؟؟تحریماکه پابرجاست اقتصادشکوفایی هم نداریم ملت و دولت که همه باهم دزدن 
باچی درست میشه؟؟؟میخواداز آسمون دلار بریزه براتون حیووووون؟؟؟",0,0,0,0,0,0
22724,"دکتر ظریف: ایران دکترای دور زدن تحریم دارد!!!
جناب دکتر!
والا تا جایی که ما یادمونه رئیس جمهور دکتر ایران دکترای ربط دادن تمام مشکلات "" حتی آب خوردن مردم"" به تحریم ها رو داره...
ته سواد دکترای حضرتعالی و مابقی دکتران تیم مذاکره کننده، هم اعتماد به امضای امثال کری بود...
@username",0,0,0,0,0,0
22729,@username @username @username @username منم یکی از تازه واردای بورس هستم. سایت فراچارت که ایشون گفتن منابع خوبی داره. آموزشهای اقای مشهوری نژاد هم خوب هستن.,0,0,0,0,0,0
22730,"دستبند میناکاری با طلا⁣⁣
طرح:⁣ ⁣سیمین دخت
قابل اجرا با طلا⁣ و نقره
.
قیمت دستبند با نقره: 925.000 تومان
قیمت با طلا: تماس با تلگرام و یا واتس آپ: 09120647731
⁣.
www.link.com⁣⁣
.
(امکان ارسال به تهران از… www.link.com",0,0,0,0,0,0
22733,@username دقیقن همینه که میگی. البته اگه کرونا نگرفته باشه,0,0,0,0,0,0
22737,"با ۴۱هزار بیمار و بیشتر از ۳هزار مرگ بر اثر کرونا، با اسلحه اومدن اعتراض به اجبار قرنطینه. می‌گن وظیفه خودمونه خونواده‌مون رو سالم و امن نگه داریم، به دولت ربطی نداره. 
قانون بقای حماقت بشر؛ اندازه‌اش فرقی نمی‌کنه فقط از شکلی به شکل دیگه نمود پیدا می‌کنه www.link.com",0,0,0,0,0,0
22738,بە اعتقاد یک کارشناس چینی گسترش اپیدمی کرونا در ووهان ممکن است تا پایان این ماه به صفر برسد www.link.com,0,0,0,0,0,0
22741,@username کرونا نکشه مادر میکشه❤,1,0,0,0,0,0
22743,@username قبلا امتحان کردم. حتی رفتم پیش پزشک دارو داد، ولی هیچ تغییر خاصی که من متوجهش بشم نبوددل,0,0,0,0,0,0
22750,@username اولا اینها بازی روسیه است، ثانیا چرا نمی گین «احتمال تواف و لغو تحریم ها»؟ خوانش دقیق تر اینه,0,0,0,0,0,0
22753,"@username بعله دقیقا یک جنس و یه کارخونه
(اینکه نوشتم سه تا گرفتم از هر داروخونه سه تا خریدم) و داروخونه ها بسیار نزدیک بفاصله صد یا نهایت دویست متر هستن برای همین احتمالا توزیع‌کنندهاشون هم یکسان بوده. علاوه بر اون هنوز کسی دنبال خرید ماسک و اینا نبود وای بحال الان",0,0,0,0,0,0
22767,"روزمرگی های قرنطینه 👇🏼
www.link.com www.link.com",0,0,0,0,0,0
22771,@username بعد کرونا خدمت میرسم😂😂😂😷😷😷,0,0,0,0,0,0
22772,"افرادی که اون قیمت خریدن چند روزی صبر کنن 18 را هم رد میکنه.
از نظر این ارزشی اونی که با خرید دلار خواسته سرمایه اش را حفظ کنه مفسد هستش اما خاوری انقلابی سرباز امام زمان محسوب میشه.

-راستی علی جان از قیافه ات شات داریم دیگه لازم نیست عکس پروفایلت را عوض کنی :)
@username www.link.com",0,0,0,0,0,0
22780,اقدامات کشورهای و همچنین ایران برای مقابله با ویروس کرونا @ Hafshejan www.link.com,0,0,0,0,0,0
22783,قابل توجه ای کمیته مبارزه علیه ویروس کرونا آقایان امرالله صالح ، سرور دانش و وحید عمر لطفاً جواب برادر داکتر ایوبی را بدهید که چهار اعضای خانواده خود را از دست داده است و شما ویروس کرونا را چگونه مدیریت می کنید و در شفاخانه ها چه می گذرد ؟ www.link.com,0,0,0,0,0,0
22784,روز آخر قرنطینه این شکلیه www.link.com,0,0,0,0,0,0
22787,"ارزش سهام اروپا و شاخص آتی سهام آمریکا در روز سه شنبه پس از اصلاح مقداری از ضرر های حاصل از روز گذشته،شاهد رشد بوده است.
ارزش دلار نیز افزایش یافته است.

#بورس #بازارسرمایه #تحلیلبورس #تحلیلتکنیکال #تحلیلبنیادی #سرمایهگذاری #فرابورس #بورستهران www.link.com",0,0,0,0,0,0
22788,"پیشنهاد ویژه به دوستانی که یواشکی زن دوم گرفتن و می‌خوان بهش سر بزنن!

ما با لباس مبدلِ مبارزه با کرونا به بهونۀ اینکه مشکوک به کرونا هستین، شما رو از خونه‌تون خارج می‌کنیم و بعداز دو هفته برمی‌گردونیمتون.

فقط با پرداخت 5میلیون تومن، اینجوری خانمتون حتی سراغتون هم نمی‌گیره! 😌😃",0,0,1,0,0,0
22791,"@username و البته اگر سفر نخست وزیر ژاپن که با این همه سر و صدا به ایران میاد، دستاوردی نداشته باشه، دیگه دلار عملا قابل کنترل نیست، چون اصلا دولت منابعی برای کنترل بازار نداره
صادرات نفت هم که به کمترین میزان خودش رسیده",0,0,0,0,0,0
22792,"این نوسانات تبدیل می‌شوند و اینجاست که سلطان‌های جدیدی زاده می‌شود. از این رو برای رفع این تلاطمات و ایجاد ثبات در اقتصاد بهتر است سلطان اصلی رفتار خود را اصلاح کند./ دنیای اقتصاد

کانال پیش بینی اقتصادی 

www.link.com",0,0,0,0,0,0
22794,زیادی شاهد نوشتن صدها نامه از طرف اقتصاددان‌ها بودیم که در جهت ارزنده بودن یا نبودن بازار اظهار نظر کرده‌اند. اتفاقا تقابل این ایده‌ها به جریان فکری بازار کمک میکند اما نمیتواند مانع صعود یا سقوط بازار شود. کما آنکه ریاست سازمان بورس نامه‌ی بلندبالایی به رئیس جمهور در مورد,0,0,0,0,0,0
22802,@username @username نمیشه کرونا بگیره بمیره,0,0,0,0,0,0
22804,"آدمهایی تو فامیل من کرونا گرفتند که اینقدر تمیز و وسواسی هستند میشد ازشون برند تمییزکننده درآورد.
این یعنی اوضاع تو کشور وحشتناکه",0,0,0,0,0,0
22810,"بازداشت شدگان آبان ماه و سایر زندانیان سیاسی به بهانه ی کرونا توسط رژیم حدف میشوند، صدای آنها باشیم.
#FreeIranProtesters
#از_بازداشتیها_بگو",0,0,0,0,0,0
22813,"چین و آلمان هنوز هم جا دارن برای فشار اقتصادی، هنوز صدای خورد شدن استخوناشون نه گوش من نرسیدع
رژیم ایران هنوز بدنبال برداشتن تحریمهاس 😂😂 هدف ما سربنیست  شدن رژیم ایران،اما رژیم ایران  آخرین هدفت چیه؟",0,0,0,0,0,0
22815,"میشن،،،
 به همین محاسبه پیگیری داده شده ای که همهجوره انکار پزیر بوده و است،در یک۱سال آینده،۳۰٫۲۴٫۰۰۰ تن به ویروس کرونا واگیردار خواهند شد،و ۳۶۲٫۸۸۰ تن کشته خواهند شد،!؟«هولکاست»بی سر و صدای🥺😔😴😷🤒🤕🤧
 ،»»»
 باری،در اغاز دور نوین از افزایش فشارهای سنگین و کمرشکن به مردم محروم",0,0,0,0,0,0
22819,"حالا شما هی مهمونی بگیر، کافه برو، قلیون بکش 😏
#کرونا www.link.com",0,0,0,0,0,0
22821,"شعار نه شرقی نه غربی سالهاست که قسمت شرقی ش حذف شده.
جهانپور یه خلاف گویی از #چین رو گوشزد کرده چقد حمله بهش شده از طرف ارزشی ها. www.link.com",0,0,0,0,0,0
22825,"دقت کردین نصف شبا ساعتای 4 5 صبح یه دفعه یک چیزی تو توییتر فارسی ترند میشه؟
قشنگ مشخصه بندگان خدا خارج نشینا نتونستن خودشونو با زمان ایران وفق بدن😂 
#کرونا
#ایران_قوی",0,0,0,0,0,0
22826,"@username بمیری
من فردا دارم میرم تهران ترسیدم از کرونا",0,0,0,0,0,0
22832,"@username @username این ماسک ها مارو از مبتلا شدن محافظت نمیکنن اما از آلوده شدن بقیه توسط ما جلوگیری میشه
یعنی درسته که من اگه ماسک داشته باشم هنوز ممکنه بگیرم اما ناقل اگه ماسک داشته باشه با احتمال خیلی کمی ممکنه به من انتقال بده ویروس رو
والا من دوستام تو آلمان هم ماسک پارچه ای دارن",0,0,0,0,0,0
22842,"شوق روز اول مدرسه و همه هیجان کیف و کتاب خلاصه شد تو تزئین جامدادی و مرتب کردن میز تحریر و آماده کردن آیپد!

#مادرنوشت
#کرونا",0,0,0,0,0,0
22848,چرا حکومت باید جلوی کرونا رو بگیره وقتی بی دردسر داره شهرونداش رو حذف میکنه، از حقوق بگیراش، از یارانه بگیراش کم میکنه؟,0,0,0,0,0,0
22852,@username صبر کن تا قرنطینه تموم شه😂,0,0,0,0,0,0
22853,@username من بیش از ۲۰ هزار دلار ضرر کردم. 😬 البته به خاطر مالیات فروختنش هم به سودم نبود.,0,0,1,0,0,0
22855,"تسلیت برای نبود امکانات و تجهیزات آتشنشانی 
تسلیت برای ناامنی خانه های مسکن مهر

و هزاران تسلیت دیگر...

#ایران_عزادار_تسلیت 
#مرگ_بر_کلیت_و_تمامیت_جمهوری_اسلامی",0,0,0,0,0,0
22859,@username @username به نظر من که گرون نخریدی! تقریبن همین میشه. تازه دلارتم دلار استرالیاست یه خورده ارزونتره :)) 66 دلار,0,0,0,0,0,0
22863,"@username @username می شه با دست تمیز این کار رو کرد!(بعد دستشویی رفتن!)
ولی در مورد کرونا، هیچ راه فراری وجود ندارد! بالاخره یک جوری مبتلا خواهید شد!😁 تنها شانسی که خواهید داشت، سیستم ایمنی قوی بدن است که من آن قدر دارم که هنوز بعد از سردرد گرفتن و سرفه، نمردم! البته سیر خام ناشتا هم می خورم!😂",0,0,0,0,0,0
22864,@username @username من به اندازه کافی در مورد مسکن مهر اطلاع ندارم ولی اصولا مسکن ساختن باید پاسخ به تقاضای مسکن باشه. تقاضای مسکن جایی بالا هست که کار وجود داره.,0,0,0,0,0,0
22869,"@username @username 🔻 دکتر ریک برنان از مدیران سازمان جهانی بهداشت که برای بررسی درباره وضعیت #کرونا_ویروس به ایران رفته بود می‌گوید: موارد اعلام‌شده توسط دولت ایران می‌تواند #یک‌_پنجم آمار واقعی باشد...!
@username",0,0,0,0,0,0
22872,"@username گلابی 

اولا بابل به خاطر کرونا همه ترسیدن

دوما انتخابات رو با تظاهرات اشتباه گرفتی ظاهرا

برو از مساجد و مدارس فیلم بگیر تا ببینی",0,0,0,0,0,0
22874,@username برو دو دقیقه قبل و بعدشو گوش کن تا بفهمی ویروس نادانی وجهل کمتر از کرونا نیست البته اگه ویروس غرض و مرض نداشته باشین,0,0,0,0,0,0
22879,البته که کرونا و چنتا بُکش بکش و سیل و زلزله رو اون وسط فراموش کردن بنویسن www.link.com,0,0,0,0,0,0
22881,"@username :))))
اولین کرونا گرفته ای هستید که دیدم از کرونا به عنوان اسلحه داره استفاده میکنه
خیلی خنده ام گرفته",0,0,0,0,0,0
22882,@username رشته توییت بسیار عالی، ولی به عنوان یک شهروند که اخبار رو دنبال میکنم احساس می کنم چین خیلی بی سر و صدا داره نفوذ خودشو روز ب روز در ایران محکمتر می کنه، نه تنها ایران حتی در اسراییل عربستان افغانستان و...,0,0,0,0,0,0
22887,"کرونا آیا 💔
#CoronaVirusPakistan www.link.com",0,0,0,0,0,0
22899,"@username نمیدونم چرا تا یکی میگه من کرونا گرفتم بغض میکنم 
لطفا هیچیتون نشه لعنتیا یعنی درواقع هیچکی هیچیش نشه ارزو میکنم که زودی سلامت بشی برای روزهای ازادی به همتون نیازداریم مبارزان راه ازادی ومیهن 
تو فوق العاده ای بشر❤🌹",0,0,0,0,0,0
22901,@username @username ما، از منظر منافع دولتهای غربی با دیگر کشورها کاملا متفاوت هستیم. اما ایران باید فضایی برای مانور بین قدرتها ایجاد کند و صرفا متکی به چین یا هر کشور دیگر نباشد. بازی بین مهره ها!,0,0,0,0,0,0
22902,"تمرکز بر صادرات راهکار برون رفت از بحران
مصتحبه با روزنامه #دنیای_اقتصاد در مورد فرصت های #صادرات صنعت #برق و چالش های صنعت #کابل www.link.com",0,0,0,0,1,0
22904,"گروهی از انسان ها هستن که چون خیلی کوچیکن نمیتونن کمپین بزنن و از حقوقشون دفاع کنن
اینا تو کرونا از همه مظلوم ترن
در ضمن بچه ای که صدا میکنه، بازی میکنه و... بی تربیت نیست، ادمه! www.link.com",0,0,0,0,0,0
22914,@username بردمش دیروز، یه سری دارو بهش داد، بابام داره درمانش میکنه,0,0,0,0,0,0
22916,@username یه رکزی قرنطینه تموم میشه و ما میمونیم و این رد داده های این دوران,0,0,0,0,0,0
22919,"اخرین راه پیشگیری کرونا در دایرکت بنده 
(فقط پسرا بیان)",0,0,0,0,0,0
22931,"من هم به #تحریم_اسنپ می پیوندم. چون دیاثت رو به حد اعلی رسونده

اما انصافا اگه پیامک #سفر_مجانی داد دوباره نصب کنیم مجانی هاش و بریم :))

البته نظرسنجی رو خیلی خیلی منفی بزنیم :))",0,0,0,0,0,0
22932,"@username ۱۰۰ درصد همینه اما همه ی ایران این علم و درک رو ندارن 

همین باعث میشه روز به روز بچه ها از پیش مرده ای متولد بشن که هیچ وقت نتونن تغییر بزرگی بدن 

خودت گفتی که ملت از سر سیری انقلاب کردن 

الان با دلار ۲۵ هزار تومن ملت گشنه که نه به معنای وااقعی هییییچ هستن 

😞",0,0,0,0,1,0
22934,@username ماسک سه لایه هم ندارن بنده خداها.,0,0,0,0,0,0
22938,@username اگه تازه کاری مستقیم وارد نشو یک سایتی بود حالا دقیق یادم نیست(بگردی پیدا میشه)  اونجا شما یک پول مجازی دریافت میکردی  باهاش معامله انجام میدادی خیلی کمکت میکنه سایت زیاده ولی اصل کار خودتونین که باید یا بگیرین قبل وارد شدن به بازار خیلی مطالعه کنید که سرمایه اولیتون حدر نره,0,0,0,0,0,0
22939,@username ممد این از علائم کرونا نیست,0,0,0,0,0,0
22941,"🔺 ثبت بیشترین عرضه پلی استایرن انبساطی در سال 98 این هفته 2.198 تن پلی استایرن انبساطی در بورس کالا عرضه شد و از نظر حجم، بیشترین میزان عرضه این گروه در سال 98 ثبت شد. برای عرضه 2.198 تنی هم، فقط 330 تن معامله انجام گرفت. (15 درصد) ➕ سایر نمودارها...
www.link.com www.link.com",0,0,0,0,0,0
22943,@username معمولا واکنش سیستم ایمنیه و دلیلش هنوز مشخص نیست،بیمارستان خوانساری تست تشخیص کرونا انجام میده اگ علائمی ازش دارید میتونید برید تستشو بدید,0,0,0,0,0,0
22946,@username @username 😐😐🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️دو ماهه سر کرونا تو خونم نشده زودتر از ۱۲ پاشم حتی یه روز،پا میشید چیکار میکنید واقعا،چ لذتی بالاتر از خواب تا لنگ ظهر؟,0,0,0,0,0,0
22951,"پخش فیلم‌هایی با مضمون سفر در زمان در چین ممنوع است!

#حقایق_به_دردنخور",0,0,0,0,0,0
22953,"یه سری ویروس توییتری داره میاد به دایرکت توییترتون. 

خواستم بگم اینا رو حتی با ماسک و دستکش و الکل هم نباید باز کنید. 

بازنشده پاک کنید بره.",0,0,0,0,0,0
22960,"@username حیف!
میدانی چینیا نسل جدید کرونا تحویل میگرفتی...",0,0,0,0,0,0
22966,"@username حاجی پس اون عمه من بود میخواس گروگان بگیره بعد گروگانارو با دلار تاخت بزنه؟!
بعدش..شما بلندگوی کدوم تریبونی؟!
یا بعبارتی گوز کدوم کونی هستی که داری از جانبش گوه میخوری؟!
صدامو که ریدی رفت حالا ترامپ و ملکه بماند
مردک فضانورد بلقلق 😃",0,0,0,0,0,0
22967,"🌐به گزارش ای بی سی نیوز:

-دولت فیلی مورفی گفت: نیوجرسی تست اختصاصی  COVID-19 را در آخر هفته ارائه خواهد داد.
ٍ
#کرونا 
#خبر",0,0,0,0,0,0
22969,"سربسته نداره دوست عزیز

همه چیز دو رو داره
در ظاهر مسکن مستضعفین در باطن سودا گری زمین 
در ظاهر اقتصاد اسلامی در باطن زمین زدن تولید و اقتصاد 
و........ www.link.com",1,0,0,0,0,0
22977,@username @username با وزارت بهداشت میخوام بریزم رو هم 🙄🤐,0,0,0,0,0,0
22980,"@username @username ممنون هم بورسی نیستم هم اینکه الان بورس داغونه میخوایید سهام بدین😄
من فقط تو کار پول کاغدی ام:)))))",0,0,0,0,0,0
22981,"@username آمریکا به هند 4 تا نیروگاه اتمی داد که خط لوله صلح منتفی بشه
ایران چابهار ر به هند داد تا دیگه هند به بندر کراچی نیاز نداشته باشه
بن سلمان با پیشنهاد سرمایه گذاری به پاکستان،هند و چین رفت که هر سه در کشمیر در گیرند نه جای دیگه ای",0,0,0,0,0,0
22982,@username جایی خوانده بودم که تورم در دوران مصدق که اقتصاد بدون‌نفت برقرار بود، نسبتا پایین‌بود و مصدق با فروش اوراق قرضه، فروش خدمت سربازی و غیره توانست کسری بودجه را تا حد زیادی کنترل کند. در نتیجه، کار به استقراض از بانک مرکزی نکشید و تورم شدیدی حادث نگردید.‌ پس اصلا مقایسه ی درستی نیست,0,0,0,0,0,0
22985,@username متاسفانه کرونا احتمال پیروزی ترامپ رو کمتر کرده و میترسم باعث باختش بشه نظرشما چیه؟😭😭😭,0,0,0,0,0,0
22986,@username یعنی دیگه کشوری به اسم ایران وجود خارجی نداره و تحریم های سارمان ملل برمیگرده و هیچ کشوری با هیچ توجیهی نمیتونه با جمهوری اسلامی دادستد کنه,0,0,0,0,0,0
22995,نگاهی که قلبی از جنس مس را طلا کند،هیچ وقت به آهن قراضه های میلیاردی نگاه نمیکند.,0,0,0,0,0,0
22998,کره بادم زمینی همه چیزش خوبه. هم سطح انرژی و سیر کنندگی و هم طعمش. به شرطی که نزنه گلو را ویران کنه و هر لحظه گلودردی شبیه به علایم کرونا نسازه,0,0,0,0,0,0
23003,"🔴  آمار جانباختگان ویروس #کرونا در #ایران
🔻 نقشه آمار جانباختگان ویروس کرونا روزانه با استفاده از منابع سازمان #مجاهدین خلق ایران از منابع موثق در داخل کشور به‌روز رسانی می‌شود.
#سال_سرنگونی
#تجهیز_کادر_درمانی
#Freeiran2020
www.link.com www.link.com",0,0,0,0,0,0
23006,"دخترای کرج 😍
واسه آموزش شنا و نجات غریق تو این روزای خلوت استخر در خدمتتونیم💜🎉🍁
#بازارکار #کرج
#ریتـوووویـــــــــــــــــــــــــــــــــــــــــــــــــت",0,0,1,0,0,0
23011,@username وقتی در کشوری تورم بالا وجود داشته باشه. افراد برای حفظ ارزش دارایی های خود از نگهداری وجه نقد خودداری میکنند ودر ایران هم  بازارمسکن _ دلار_بورس_خودرووطلا برای سرمایه گذاری انتخاب میشه.,0,0,0,0,0,0
23015,"چرا متوجه نیستن کرونا اومده؟!
به کجا داریم میریم😐 www.link.com",0,0,0,0,0,0
23028,"@username من که هوس پیتزا کردم فک کنم این کرونا دست از سر ما برداره تا 1 هفته هر روز پیتزا بخورم!😅

#خدایابسه‌دیگه‌خسته‌شدیم",0,0,0,0,0,0
23031,@username من متخصص امور بین الملل نیستم ولی از نظر تجارت خارجی عملا میشه گفت از نظر تحریم بالاترین سطحه ولی مسایلی مثل برگشت به لیست سیاه FATF  و تاثیر کورونا بر روی تجارت با همسایه ها مثل عراق و امارات و ترکیه و  متحدین جمهوری اسلامی مثل چین و روسیه شرایط رو داره رو به وخامت بیشتر می بره.,0,0,0,0,0,0
23037,"♦️نظرسنجی ستاد مدیریت کرونا: «خرید مایحتاج روزمره»علت خروج۷۶ درصد «تهرانی‌ها»

🔹بر اساس نظر سنجی ستاد مدیریت کرونا در کلانشهر تهران، ۹۳.۷ درصد شهروندان تهرانی اعلام کردند در ایام نوروز در منزل مانده‌اند و ۶۲ درصد نیز گفتند در صورت تداوم کرونا در قرنطینه خانگی می‌مانند /فارس www.link.com",0,0,0,0,0,0
23038,@username این که میگن بچه ها کرونا نمیگیرن چطوریه؟ واقعیه,0,0,0,0,0,0
23041,@username تو چی میگی این وست اونور دنیا نشستی میگی لنگش کن ما #ماسک #نداریممممممممم,0,0,0,0,0,0
23048,@username راهکار بسیار عالی برای کنترل کرونا😂,0,0,0,0,0,0
23055,@username من که سرمایه انچنانیم تو بورس ندارم و چند ساله فعالم چندتا از اطرافیان هم همینطور و تا جایی که میدونم هیچکدوممون صف نبودیم و همه منتظر تموم شدن این اصلاح هستیم ولی تموم نمیشه ... انگار یکی که گردنش کلفته بورسو منفی نگه داشته..,0,0,0,0,0,0
23056,@username @username از 118 شماره اطلاعات دارو رو بگیرین تماس بگیرین میگه کجا داره,0,0,0,0,0,0
